10, 0.02131557260064616, 0.024876929776881992, 0.11934877379191992, 0.1064738930526673
20, 0.2999886274337865, 0.200000003473806, 0.30000000447034836, 0.20000000307359259
30, 0.20000000298023224, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612
40, 0.30000000447034836, 0.30000000447034836, 0.2999991700053215, 0.20000000298023224
50, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224
60, 0.10000000149011612, 0.10000000149011883, 0.30000000447034836, 0.0
70, 0.4000000059604645, 0.30000000447034836, 0.30000000447034836, 0.30000000447034836
80, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224
90, 0.30000000447034836, 0.20000000298023224, 0.30000000447034836, 0.20000000298023224
100, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224
110, 0.10000000149011629, 0.10000000149088242, 0.10000000149011612, 0.20000000298023224
120, 0.30000000447034836, 0.30000000447034836, 0.300000004470349, 0.30000000447034836
130, 0.20000000298023224, 0.2000000030197816, 0.20000000298023224, 0.20000000298023224
140, 0.20000000298023224, 0.30000000447034836, 0.20000000298023224, 0.30000000447034836
150, 0.30000000447034836, 0.30000000447034836, 0.30000000447034836, 0.30000000447034836
160, 0.2000000029802329, 0.20000000298077503, 0.20000000298023224, 0.20000000298023224
170, 0.4000000059604645, 0.30000000447034836, 0.4000000059604645, 0.30000000447034836
180, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612, 0.0
190, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224
200, 0.30000000447034836, 0.3000000044703488, 0.20000000298023224, 0.20000000298023224
210, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645
220, 0.20000000298023224, 0.10000000149011612, 0.20000000298023224, 0.10000000149011612
230, 0.10000000149011612, 0.10000000149011612, 0.20000000298023224, 0.20000000298023224
240, 0.10000000149011612, 0.10000003522763024, 0.10000000149011612, 0.10000000149011612
250, 0.30000000447034836, 0.30000000447034836, 0.30000000447034836, 0.30000000447034836
260, 0.30000000447034836, 0.30000000447034836, 0.30000000447034836, 0.30000000447034836
270, 0.20000000298023224, 0.20000000298023224, 0.20000005437480084, 0.20000000298023224
280, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224
290, 3.511010347960774e-26, 4.47650724851801e-18, 1.2373965423280206e-37, 0.0
300, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224
310, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612
320, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224
330, 0.30000000447034836, 0.300000906601781, 0.30000000447034836, 0.30000000447034836
340, 0.30000000447034836, 0.30000000447034836, 0.30000000447034836, 0.30000000447034836
350, 0.30000000447034836, 0.30000000447034836, 0.30000000447034836, 0.30000000447034836
360, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612
