10, 0.6914444444444449
20, 0.7317777777777782
30, 0.8037777777777787
40, 0.9135000000000002
50, 0.9771666666666672
60, 0.9916666666666671
70, 0.9991666666666672
80, 0.9987777777777781
90, 1.0000000000000007
100, 0.9999444444444452
110, 0.9998888888888895
120, 0.9974444444444441
130, 0.9999444444444451
140, 0.9990555555555559
150, 1.0000000000000007
160, 0.9997222222222228
170, 1.0000000000000007
180, 0.9997777777777783
190, 0.9996111111111118
200, 0.9999444444444451
210, 0.9996666666666673
220, 0.9998888888888895
230, 1.0000000000000007
240, 1.0000000000000007
250, 0.9999444444444451
260, 0.9999444444444452
270, 0.9998888888888896
280, 1.0000000000000007
290, 1.0000000000000007
300, 0.9998333333333339
