10, 0.5705555555555555
20, 0.6466666666666666
30, 0.6566666666666666
40, 0.7416666666666666
50, 0.7477777777777777
60, 0.7866666666666666
70, 0.7233333333333333
80, 0.7883333333333333
90, 0.7911111111111111
100, 0.8555555555555555
110, 0.8499999999999999
120, 0.8355555555555555
130, 0.8466666666666666
140, 0.9872222222222222
150, 0.8733333333333333
160, 0.92
170, 0.9605555555555555
180, 0.9655555555555555
190, 0.9855555555555555
200, 0.9994444444444444
210, 0.9977777777777777
220, 0.9983333333333333
230, 0.9999999999999999
240, 0.9988888888888888
250, 0.9983333333333333
260, 0.9966666666666666
270, 0.9983333333333333
280, 0.9983333333333332
290, 0.9988888888888888
300, 0.9999999999999999
310, 0.9999999999999999
320, 0.9994444444444444
330, 0.9977777777777777
340, 0.9988888888888888
350, 0.9994444444444444
360, 0.9977777777777778
370, 0.9994444444444444
380, 0.9983333333333333
390, 0.9988888888888888
400, 0.9977777777777778
410, 0.9994444444444444
420, 0.9988888888888888
430, 0.9994444444444444
440, 0.9999999999999999
450, 0.9994444444444444
460, 0.9994444444444444
470, 0.9988888888888887
480, 0.9988888888888888
490, 0.9988888888888888
