10, 0.9144444444444444
20, 0.785
30, 0.7944444444444444
40, 0.6444444444444444
50, 0.6966666666666665
60, 0.7688888888888888
70, 0.5816666666666666
80, 0.6666666666666666
90, 0.6933333333333332
100, 0.7511111111111111
110, 0.7444444444444445
120, 0.6144444444444443
130, 0.6683333333333333
140, 0.6055555555555555
150, 0.63
160, 0.6472222222222221
170, 0.6455555555555554
180, 0.7594444444444444
190, 0.6994444444444444
200, 0.6605555555555556
210, 0.6333333333333333
220, 0.6605555555555555
230, 0.7533333333333332
240, 0.7
250, 0.6327777777777778
260, 0.6016666666666667
270, 0.7
280, 0.6666666666666666
290, 0.7661111111111111
300, 0.6249999999999999
310, 0.7333333333333333
320, 0.6
330, 0.6333333333333333
340, 0.6044444444444445
350, 0.6
360, 0.6666666666666666
